Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription
 MX-F-491;Photos;Picture;1933;Roman theatre of Merida;;undetermined;;Roman theater of Merida;;The original file is called:526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;;Roman theater of Merida;;;300x201 jpg;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-492;Photos;Picture;1933;Roman theatre of Merida;;undetermined;;Roman theater of Merida;;The original file is called:teatreroma/images/img_5117.jpg;;;Roman theater of Merida;;;640x427 Jpg;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/expos/merida/margarida%20xirgu/teatreroma/teatreroma/images/img_5117.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-493;Photos;Picture;2011;Statue of Margarita Xirgu;;Canovelles;;Satue of  Margarita Xirgu;;The original file is called:Captura%20de%20pantalla%202013-06-20%20a%20les%2023.00.19.png;;;Undetermined;;;452x541 Png;;;;;archivo Png;Digital;Good;http://margaritaxirgu.es/material/dedicat/Captura%20de%20pantalla%202013-06-20%20a%20les%2023.00.19.png;;Undetermined;;;;;;;;;;;;;;
 MX-F-494;Photos;Picture;2011;Statue of Margarita Xirgu;;Canovelles;;Satue of  Margarita Xirgu;;The original file is called:   Captura%20de%20pantalla%202013-06-20%20a%20les%2022.58.50.png;;;Undetermined;;;315X637 Png;;;;;archivo Png;Digital;Good;http://margaritaxirgu.es/material/dedicat/Captura%20de%20pantalla%202013-06-20%20a%20les%2022.58.50.png;;Undetermined;;;;;;;;;;;;;;
 MX-F-495;Photos;Picture;1984;Plaza Margarita Xirgu ;;undetermined;;Plaza Margarita Xirgu ;;The original file is called:   carrers%20i%20places/dscn7127.jpg;;; Punta Ballena (Maldonado) Uruguay;;;512x384Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/dscn7127.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-496;Photos;Picture;1984;Plaza Margarita Xirgu ;;undetermined;;Plaza Margarita Xirgu ;;The original file is called:   Captura%20de%20pantalla%202013-06-20%20a%20les%2022.58.50.png;;; Punta Ballena (Maldonado) Uruguay;;;512x384Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/dscn7125.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-497;Photos;Picture;1984;Plaza Margarita Xirgu ;;undetermined;;Plaza Margarita Xirgu ;;The original file is called: dscn7124.jpg;;; Punta Ballena (Maldonado) Uruguay;;;384X541 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/dscn7124.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-498;Photos;Picture;1900-1930;Margarita Xirgu and the flower girls of Las Ramblas;;undetermined;;Margarita Xirgu and the florists from las Ramblas;;The original file is called: photoc6cca3.jpg;;;Undetermined;;;599x416 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/llibres/photoc6cca3.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-499;Photos;Picture;1900-1930;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: 937e9b8d-8d4a-410b-b169-2c35702a80c0.JPG;;;Undetermined;;;325x500Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/vestit/937e9b8d-8d4a-410b-b169-2c35702a80c0.JPG;;Undetermined;;;;;;;;;;;;;;
 MX-F-500;Photos;Picture;1900-1930;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: IMG_8543.JPG;;;Undetermined;;;375x500 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/vestit/IMG_8543.JPG;;Undetermined;;;;;;;;;;;;;;
 MX-F-501;Photos;Picture;1900-1930;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: image0%20còpia.jpg;;;Undetermined;;;338x450 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/vestit/image0%20c%C3%B2pia.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-502;Photos;Picture;1900-1930;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: image1.jpeg;;;Undetermined;;;338x450 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/vestit/image1.jpeg;;Undetermined;;;;;;;;;;;;;;
 MX-F-503;Photos;Picture;2000-2019;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: 10940577_855412304517378_577168319435029544_n.jpg;;;Valencia;;;3,50x257 .jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/10940577_855412304517378_577168319435029544_n.jpg;;Valencia;;;;;;;;;;;;;;
 MX-F-504;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called: 984278_851520931573182_953908198594998761_n.jpg;;;Valencia;;;257x350 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/984278_851520931573182_953908198594998761_n.jpg;;Valencia;;;;;;;;;;;;;;
 MX-F-505;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Banner of Margarita Xirgu;;The original file is called: Apprenez%20le%20catalan.jpg;;;Catalonia Spain;;;400x292 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/Apprenez%20le%20catalan.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-506;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Plaza;;The original file is called:carrers%20i%20places/73244150.jpg;;;Catalonia Spain;;;350x2623 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/73244150.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-507;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Street;;The original file is called: carrers%20i%20places/DSC02267.jpg;;;Catalonia Spain;;;225x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/DSC02267.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-508;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Street;;The original file is called: IMG_7477r.jpg;;;Catalonia Spain;;;400x225 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/IMG_7477r.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-509;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Street;;The original file is called: KDFI3004.jpg;;;Catalonia Spain;;;350x295Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/KDFI3004.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-510;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Satue;;The original file is called: 4737_cat_ESCALA_INF_300_448.jpg;;;Catalonia Spain;;;234x350 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/carrers%20i%20places/4737_cat_ESCALA_INF_300_448.jpg;;Spain Cataluña;;;;;;;;;;;;;;
 MX-F-511;Photos;Picture;2000-2020;Escuela;;undetermined;;Margarita Xirgu School;;The original file is called: Anagrama.jpg;;;Madrid Spain;;;640x606 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/mostoles/Anagrama.jpg;;Spain Madrid;;;;;;;;;;;;;;
 MX-F-512;Photos;Picture;2009;Escuela;;undetermined;;Margarita Xirgu School;;The original file is called: logo32.jpg;;;Madrid Spain;;;1046x558 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/mostoles/logo32.jpg;;Spain Madrid;;;;;;;;;;;;;;
 MX-F-513;Photos;Picture;2009;Escuela;;undetermined;;Margarita Xirgu School;;The original file is called:logo35.jpg;;;Madrid Spain;;;425x375 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/mostoles/logo35.jpg;;Spain Madrid;;;;;;;;;;;;;;
 MX-F-514;Photos;Picture;2009;Escuela;;undetermined;;Margarita Xirgu School;;The original file is called:/mostoles.jpg;;;Madrid Spain;;;800x799Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/mostoles/mostoles.jpg;;Spain Madrid;;;;;;;;;;;;;;
 MX-F-515;Photos;Picture;2009;Escuela;;undetermined;;Margarita Xirgu School;;The original file is called: mostol2.jpg;;;Madrid Spain;;;800x805 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/mostoles/mostol2.jpg;;Spain Madrid;;;;;;;;;;;;;;
 MX-F-516;Photos;Picture;2000-2020;Margarita Xirgu Drawing;;undetermined;;Margarita Xiirgu;;The original file is called: badalona.jpg;;;Barcelona;;;278x279jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/badalona.jpg;;Barcelona;;;;;;;;;;;;;;
 MX-F-517;Photos;Picture;2020;Margarita Xirgu;;undetermined;;Calendar;;The original file is called:EJWFLq4XkAAb9Zm.jpg;;;Undetermined;;;450x266Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/EJWFLq4XkAAb9Zm.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-518;Photos;Picture;2020;Margarita Xirgu;;undetermined;;Calendar;;The original file is called:Captura%20de%20pantalla%202019-09-18%20a%20les%209.16.56.png;;;Undetermined;;;500x260 Png;;;;;Archivo Png;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/Captura%20de%20pantalla%202019-09-18%20a%20les%209.16.56.png;;Undetermined;;;;;;;;;;;;;;
 MX-F-519;Photos;Picture;2020;Margarita Xirgu;;undetermined;;Calendar;;The original file is called: Captura%20de%20pantalla%202019-09-18%20a%20les%209.19.58.png;;;Undetermined;;;250x500Png;;;;;Archivo Png;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/Captura%20de%20pantalla%202019-09-18%20a%20les%209.19.58.png;;Undetermined;;;;;;;;;;;;;;
 MX-F-520;Photos;Picture;2000-2020;Margarita Xirgu;;undetermined;;Drawing of Margarita Xirgu;;The original file is called: Dscn3255.jpg;;;Undetermined;;;480x640 Jpg;;;;;Archivo Jpg;Digital;Good;http://margaritaxirgu.es/material/dedicat/escoles/lola%20anglada/images/Dscn3255.jpg  Mas photos en este link: http://margaritaxirgu.es/material/dedicat/escoles/lola%20anglada/index.html;;Undetermined;;;;;;;;;;;;;;
 MX-F-521;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called: ahora 04 06 35 el villano en su rincon lope.PNG;;;Undetermined;;;906 × 408928,1 ko;;;;;Archivo Pneg;Digital;Good;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOC3OCnjZ34XYhGL-VWd22YuMQAIZCGp5Rm_dLC?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Undetermined;;;;;;;;;;;;;;
 MX-F-522;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called: imagen5.jpg;;;Undetermined;;;300x285 Jpg;;;;;Archivo Pneg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/imagen5.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-523;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:5.jpg;;;Undetermined;;;350x298 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/5.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-524;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:mede.jpg;;;Undetermined;;;300x204 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/mede.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-525;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:2610285866_17f7dce114.jpg;;;Barcelona;;;300x221 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/2610285866_17f7dce114.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-526;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:medea3.jpg;;;Undetermined;;;166x30 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/castellano/vivencia/2medea/medea.htm;;Merida;;;;;;;;;;;;;;
 MX-F-527;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:Medea%201933r.jpg;;;Undetermined;;;300x242 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%201933r.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-528;Photos;Picture;1910-1940;Margarita Xirgu;;undetermined;;Photo of Margarita Xirgu performing;;The original file is called:Medea%202a.jpg;;;Undetermined;;;300x195 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%202a.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-529;Photos;Picture;1933;Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called:Medea%202a.jpg;;;Merida;;;300x253 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Merida.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-530;Photos;Picture;1933;Release;;undetermined;;Medea;;The original file is called:Programa%20Medea.jpg;;;Merida;;;365x500 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Programa%20Medea.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-531;Photos;Picture;1930-1940;Release;;undetermined;;Medea;;The original file is called:imagen4.jpg;;;Merida;;;258x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/imagen4.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-532;Photos;Picture;1933;Release;;undetermined;;Medea;;The original file is called:imagen4.jpg;;;Merida;;;300x195 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/xirgu.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-533;Photos;Picture;1933;Release;;undetermined;;Medea;;The original file is called:Medea%204a.jpg;;;Merida;;;300x194 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%204a.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-534;Photos;Picture;1933;Release;;undetermined;;Medea;;The original file is called:Merida%201933%20Hoy.jpg;;;Merida;;;246x379 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Merida%201933%20Hoy.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-535;Photos;Picture;1933;Release;;undetermined;;Medea;;The original file is called:merida33.jpg;;;Merida;;;350x229 jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/merida33.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-536;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:/Medean.jpg;;;Merida;;;300x213Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medean.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-537;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:Medea%201a.jpg;;;Merida;;;300x189 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%201a.jpg;;Merida;;;;;;;;;;;;;;
 MX-F-538;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:6.png;;;Merida;;;259x400 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/6.png;;Merida;;;;;;;;;;;;;;
 MX-F-539;Photos;Picture;1935;Medea;;undetermined;;Banner;;The original file is called:IMG_4438.jpg;;;Barcelona;;;245x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/IMG_4438.jpg;;Barcelona;;;;;;;;;;;;;;
 MX-F-540;Photos;Picture;1930-1980;Documento;;Ciudad de Barcelona;;Oficial document;;The original file is called:Fills%20predilectes%20Merida.jpg;;;Barcelona;;;246x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Fills%20predilectes%20Merida.jpg;;Barcelona;;;;;;;;;;;;;;
 MX-F-541;Photos;Picture;1950-2000;theatrede Merida;;Albert Prats Prat;; Merida Theatre;;The original file is called:mail4.jpg;;;Meridaa;;;300x201 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/mail4.jpg;;Merdida;;;;;;;;;;;;;;
 MX-F-542;Photos;Picture;1933;Ticket;;Albert Prats Prat;;Ticket;;The original file is called:1210593742_extras_albumes_0.jpg;;;Merida;;;350x237 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/1210593742_extras_albumes_0.jpg;;Merdida;;;;;;;;;;;;;;
 MX-F-543;Photos;Picture;1930-1395;Medea;;undetermined;;Medea;;The original file is called:Medea%20Armeria.jpg;;;Madrid;;;300x217Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%20Armeria.jpg;;Merdida;;;;;;;;;;;;;;
 MX-F-544;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:Medea%20Armeria.jpg;;;Barcelona;;;300x213 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%20Grec.jpg;;Badalona;;;;;;;;;;;;;;
 MX-F-545;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:/images/Medea%20Generalitat.jpg;;;Undetermined;;;300x201 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/Medea%20Generalitat.jpg;;Merdida;;;;;;;;;;;;;;
 MX-F-546;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:/images/Medea%20Generalitat.jpg;;;Barcelona;;;169x350 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/ahora%2017%2009%2033%20margarita%20xirgu%20con%20maci%C3%A0.png;;Barcelona;;;;;;;;;;;;;;
 MX-F-547;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:medead.jpg;;;Madrid;;;232x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/medead.jpg;;Madrid Spain;;;;;;;;;;;;;;
 MX-F-548;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:medeabi.jpg;;;Merida;;;197x300Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/medeabi.jpg;;Medirda;;;;;;;;;;;;;;
 MX-F-549;Photos;Picture;1933;Medea;;undetermined;;Medea billboard;;The original file is called:grecinst%20teatre.jpg;;;Spain;;;207x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/grecinst%20teatre.jpg;;Barcelona;;;;;;;;;;;;;;
 MX-F-550;Photos;Picture;1933;Medea;;undetermined;;Medea;;The original file is called:327355-0.jpg;;;Barcelona;;;350x249 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/327355-0.jpg;;Barcelona;;;;;;;;;;;;;;
 MX-F-551;Photos;Picture;1936;Medea;;undetermined;;Medea;;The original file is called:Imagen1.jpg;;;Undetermined;;;300x317 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/imagen1.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-552;Photos;Picture;1930-1950;Medea en Hispanoamerica;;undetermined;;Medea;;The original file is called:1210594286.jpg;;;Undetermined;;;287x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/1210594286.jpg;;Latin America;;;;;;;;;;;;;;
 MX-F-553;Photos;Picture;1930-1950;Medea In Latin america;;undetermined;;Medea;;The original file is called:1210594286.jpg;;;Undetermined;;;287x300jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/1210594286.jpg;;Latin America;;;;;;;;;;;;;;
 MX-F-554;Photos;Picture;1930-1960;Medea In Latin america;;undetermined;;Medea;;The original file is called:unamuno.jpg;;;Salamanca;;;235x300 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/unamuno.jpg;;Latin America;;;;;;;;;;;;;;
 MX-F-555;Photos;Picture;1910-1930;Medea;;undetermined;;Margarita Xirgu;;The original file is called:medea.jpg;;;Undetermined;;;287x350;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/medea.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-556;Photos;Picture;1910-1930;Tribute to Margarita Xirgu;;undetermined;;Margarita Xirgu;;The original file is called:images/clases_obreras_emeritenses.jpg;;;Undetermined;;;596x800Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/material/homenat/Homenatges/Homenatges/images/clases_obreras_emeritenses.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-557;Photos;Picture;1910-1930;Frase;;Margarita Xirgu;;Margarita Xirgu;;The original file is called:Firma.jpg;;;Undetermined;;;350178Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/castellano/vivencia/2medea/medea.htm;;Undetermined;;;;;;;;;;;;;;
 MX-F-558;Photos;Picture;1933;Publicity banner;;undetermined;;Margarita Xirgu;;The original file is called:medea.htm;;;Undetermined;;;296x400Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/92746215_2488888721361746_2459269274070417408_n.jpg;;Undetermined;;;;;;;;;;;;;;
 MX-F-559;Photos;Picture;1989;Teattro romano de Merida;;undetermined;;Merida;;The original file is called:526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;;Undetermined;;;300x201Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;Merida Spain;;;;;;;;;;;;;;
 MX-F-560;Photos;Picture;1989;Roman Theater of Merida;;undetermined;;Merida;;The original file is called:images/522689_3431140856148_1199174309_32996616_976264563_n.jpeg;;;Undetermined;;;350x235 Jjpeg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/;;Merdia Spain;;;;;;;;;;;;;;
 MX-F-561;Photos;Picture;1989;Roman Theater of Merida;;undetermined;;Merida;;The original file is called:522943_3431155976526_1199174309_32996644_472356404_n.jpg;;;Undetermined;;;235x350 Jpg;;;;;Archivo jpg;Digital;Good;http://margaritaxirgu.es/vivencia/2medea/2medea/images/522943_3431155976526_1199174309_32996644_472356404_n.jpg;;Merida Spain;;;;;;;;;;;;;;
 MX-F-562;Photos;Picture;1935;Margarita Xirgu acting;;undetermined;;Margarita Xirgu acting;;The original file is called:ahora 04 06 35 el villano en su rincon lope.PNG;;;Undetermined;;;906 × 408 928,1 ko  PNG;;;;;Archivo Png;Digital;Good;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOC3OCnjZ34XYhGL-VWd22YuMQAIZCGp5Rm_dLC?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid Spain;;;;;;;;;;;;;;
 MX-F-563;Photos;Picture;1934;Margarita Xirgu acting;;undetermined;;Margarita Xirgu acting;;The original file is called:ahora 1 12 34 margarita xirgu la novia de nieve benavente.png;;;Undetermined;;;"250 × 512
186,1 ko PNG";;;;;Archivo Png;Digital;Good;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipM_L_Ij56pL56jpXhmSMdY_no7m8SErt1kLCWdo?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid Spain;;;;;;;;;;;;;;
 MX-F-564;Photos;Picture;1934;Margarita Xirgu acting;;undetermined;;Margarita Xirgu acting;;The original file is called:ahora 1 12 34 margarita xirgu.PNG;;;Undetermined;;;283 × 5793 36,1 ko;;;;;Archivo Png;Digital;Good;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOe8uT4w0VwnBaShTHb_ERho-2arQamWgS5E_ZI?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid Spain;;;;;;;;;;;;;;
